対象品目コード,対象品目名,候補品目コード,候補品目名,根拠
PRCG20_1201650022,電気洗濯機,PRCG20_1200950013,冷延広幅帯鋼,筐体板金材
PRCG20_1201650023,電気掃除機,PRCG20_1201650001,電動機,駆動モータ
PRCG20_1201650023,電気掃除機,PRCG20_1201550005,集積回路,制御部品
PRCG20_1201650023,電気掃除機,PRCG20_1200750008,電気機器用プラスチック製品,筐体・内装部品
PRCG20_1201650023,電気掃除機,PRCG20_1200950013,冷延広幅帯鋼,筐体板金材
PRCG20_1201650024,理容用電気器具,PRCG20_1201650001,電動機,駆動モータ
PRCG20_1201650024,理容用電気器具,PRCG20_1201550005,集積回路,制御部品
PRCG20_1201650024,理容用電気器具,PRCG20_1200750008,電気機器用プラスチック製品,筐体・内装部品
PRCG20_1201650024,理容用電気器具,PRCG20_1200950013,冷延広幅帯鋼,筐体板金材
PRCG20_1201650025,電気温水洗浄便座,PRCG20_1201650001,電動機,駆動モータ
PRCG20_1201650025,電気温水洗浄便座,PRCG20_1201550005,集積回路,制御部品
PRCG20_1201650025,電気温水洗浄便座,PRCG20_1200750008,電気機器用プラスチック製品,筐体・内装部品
PRCG20_1201650025,電気温水洗浄便座,PRCG20_1200950013,冷延広幅帯鋼,筐体板金材
PRCG20_1201650026,Ｘ線装置・医療用電子応用装置,PRCG20_1201550005,集積回路,演算・画像処理部品
PRCG20_1201650026,Ｘ線装置・医療用電子応用装置,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201650026,Ｘ線装置・医療用電子応用装置,PRCG20_1201550006,液晶パネル,表示部
PRCG20_1201650027,超音波応用装置,PRCG20_1201550005,集積回路,演算・画像処理部品
PRCG20_1201650027,超音波応用装置,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201650027,超音波応用装置,PRCG20_1201550006,液晶パネル,表示部
PRCG20_1201650028,電気計器,PRCG20_1201550005,集積回路,計測・変換部品
PRCG20_1201650028,電気計器,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201650028,電気計器,PRCG20_1201550006,液晶パネル,表示部
PRCG20_1201650028,電気計器,PRCG20_1201550012,接続部品,コネクタ類
PRCG20_1201650029,電気測定器,PRCG20_1201550005,集積回路,計測・変換部品
PRCG20_1201650029,電気測定器,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201650029,電気測定器,PRCG20_1201550006,液晶パネル,表示部
PRCG20_1201650029,電気測定器,PRCG20_1201550012,接続部品,コネクタ類
PRCG20_1201650030,半導体・ＩＣ測定器,PRCG20_1201550005,集積回路,計測・変換部品
PRCG20_1201650030,半導体・ＩＣ測定器,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201650030,半導体・ＩＣ測定器,PRCG20_1201550006,液晶パネル,表示部
PRCG20_1201650030,半導体・ＩＣ測定器,PRCG20_1201550012,接続部品,コネクタ類
PRCG20_1201650031,工業計器,PRCG20_1201550005,集積回路,計測・変換部品
PRCG20_1201650031,工業計器,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201650031,工業計器,PRCG20_1201550006,液晶パネル,表示部
PRCG20_1201650031,工業計器,PRCG20_1201550012,接続部品,コネクタ類
PRCG20_1201650032,医療用計測器,PRCG20_1201550005,集積回路,計測・変換部品
PRCG20_1201650032,医療用計測器,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201650032,医療用計測器,PRCG20_1201550006,液晶パネル,表示部
PRCG20_1201650032,医療用計測器,PRCG20_1201550012,接続部品,コネクタ類
PRCG20_1201650033,電球類,PRCG20_2600850016,ＬＥＤランプ,LED光源部品
PRCG20_1201650033,電球類,PRCG20_1200850006,ガラス製加工素材,バルブ材
PRCG20_1201650033,電球類,PRCG20_1201550007,プリント配線板,点灯回路基板
PRCG20_1201650034,電気照明器具,PRCG20_2600850016,ＬＥＤランプ,LED光源部品
PRCG20_1201650034,電気照明器具,PRCG20_1201050013,アルミ圧延製品,放熱・反射材
PRCG20_1201650034,電気照明器具,PRCG20_1201550007,プリント配線板,点灯回路基板
PRCG20_1201650034,電気照明器具,PRCG20_2600850032,電気照明器具,輸入器具・部品
PRCG20_1201650035,鉛蓄電池,PRCG20_1201050002,鉛地金・はんだ・減摩合金,電極の鉛
PRCG20_1201650035,鉛蓄電池,PRCG20_1200750017,プラスチック製容器（除中空成形）,電槽
PRCG20_1201650035,鉛蓄電池,PRCG20_1202250001,事業用電力,化成の電力
PRCG20_1201650036,アルカリ・リチウムイオン蓄電池,PRCG20_2600650003,炭酸リチウム,正極リチウム原料
PRCG20_1201650036,アルカリ・リチウムイオン蓄電池,PRCG20_2600350015,コバルト地金,正極材原料
PRCG20_1201650036,アルカリ・リチウムイオン蓄電池,PRCG20_2600350017,ニッケル地金,正極材原料
PRCG20_1201650036,アルカリ・リチウムイオン蓄電池,PRCG20_1200550006,電池用無機化学工業製品,電極材料
PRCG20_1201650036,アルカリ・リチウムイオン蓄電池,PRCG20_1201050011,銅伸銅品,負極集電体
PRCG20_1201650036,アルカリ・リチウムイオン蓄電池,PRCG20_1201050013,アルミ圧延製品,正極集電体
PRCG20_1201650037,乾電池,PRCG20_1200550006,電池用無機化学工業製品,正極・電解材料
PRCG20_1201650037,乾電池,PRCG20_2600350026,亜鉛鉱,負極亜鉛の原料
PRCG20_1201650037,乾電池,PRCG20_1200950013,冷延広幅帯鋼,外装缶材
PRCG20_1201650038,永久磁石,PRCG20_2600350024,鉄鉱石,磁石の鉄源
PRCG20_1201650038,永久磁石,PRCG20_2600350017,ニッケル地金,合金添加材
PRCG20_1201650038,永久磁石,PRCG20_1202250001,事業用電力,焼結・着磁の電力
PRCG20_1201750001,有線電気通信機器,PRCG20_1201550005,集積回路,通信処理LSI
PRCG20_1201750001,有線電気通信機器,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201750001,有線電気通信機器,PRCG20_1201550012,接続部品,コネクタ類
PRCG20_1201750001,有線電気通信機器,PRCG20_1201550013,電源・高周波ユニット,電源部
PRCG20_1201750002,固定局通信装置,PRCG20_1201550005,集積回路,通信処理LSI
PRCG20_1201750002,固定局通信装置,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201750002,固定局通信装置,PRCG20_1201550013,電源・高周波ユニット,高周波部
PRCG20_1201750002,固定局通信装置,PRCG20_1201550012,接続部品,コネクタ類
PRCG20_1201750003,無線応用装置,PRCG20_1201550005,集積回路,通信処理LSI
PRCG20_1201750003,無線応用装置,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201750003,無線応用装置,PRCG20_1201550013,電源・高周波ユニット,高周波部
PRCG20_1201750003,無線応用装置,PRCG20_1201550012,接続部品,コネクタ類
PRCG20_1201750004,交通信号保安装置,PRCG20_1201550005,集積回路,制御LSI
PRCG20_1201750004,交通信号保安装置,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201750004,交通信号保安装置,PRCG20_1200950002,形鋼,支柱・架台材
PRCG20_1201750005,ビデオ機器・デジタルカメラ,PRCG20_1201550005,集積回路,画像処理LSI
PRCG20_1201750005,ビデオ機器・デジタルカメラ,PRCG20_1201550001,光電変換素子,撮像センサ
PRCG20_1201750005,ビデオ機器・デジタルカメラ,PRCG20_1201550006,液晶パネル,モニタ部
PRCG20_1201750005,ビデオ機器・デジタルカメラ,PRCG20_1201450016,カメラ用交換レンズ,光学系
PRCG20_1201750006,電気音響機器,PRCG20_1201550005,集積回路,音声処理LSI
PRCG20_1201750006,電気音響機器,PRCG20_1201650038,永久磁石,スピーカ磁石
PRCG20_1201750006,電気音響機器,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201750007,パーソナルコンピュータ,PRCG20_1201550005,集積回路,CPU・ロジック
PRCG20_1201750007,パーソナルコンピュータ,PRCG20_2600850005,モス型メモリ集積回路,メモリ
PRCG20_1201750007,パーソナルコンピュータ,PRCG20_1201550006,液晶パネル,ディスプレイ
PRCG20_1201750007,パーソナルコンピュータ,PRCG20_2600850044,外部記憶装置,ストレージ
PRCG20_1201750007,パーソナルコンピュータ,PRCG20_1201550007,プリント配線板,マザーボード
PRCG20_1201750008,外部記憶装置,PRCG20_1201550005,集積回路,制御LSI
PRCG20_1201750008,外部記憶装置,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201750008,外部記憶装置,PRCG20_1201650001,電動機,駆動機構
PRCG20_1201750008,外部記憶装置,PRCG20_2600850005,モス型メモリ集積回路,キャッシュ・記憶部品
PRCG20_1201750009,印刷装置,PRCG20_1201550005,集積回路,制御LSI
PRCG20_1201750009,印刷装置,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201750009,印刷装置,PRCG20_1201650001,電動機,駆動機構
PRCG20_1201750009,印刷装置,PRCG20_2600850005,モス型メモリ集積回路,キャッシュ・記憶部品
PRCG20_1201750010,表示装置・端末装置,PRCG20_1201550005,集積回路,制御LSI
PRCG20_1201750010,表示装置・端末装置,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201750010,表示装置・端末装置,PRCG20_1201650001,電動機,駆動機構
PRCG20_1201750010,表示装置・端末装置,PRCG20_2600850005,モス型メモリ集積回路,キャッシュ・記憶部品
PRCG20_1201850001,乗用車,PRCG20_1200950019,亜鉛めっき鋼板,車体外板
PRCG20_1201850001,乗用車,PRCG20_1201850006,自動車用内燃機関部品,エンジン部品
PRCG20_1201850001,乗用車,PRCG20_1201850007,駆動・伝導・操縦装置部品,駆動系部品
PRCG20_1201850001,乗用車,PRCG20_1201850009,シャシー・車体構成部品,車体部品
PRCG20_1201850001,乗用車,PRCG20_1201950014,自動車タイヤ,タイヤ
PRCG20_1201850001,乗用車,PRCG20_1201650014,ワイヤーハーネス,電装配線
PRCG20_1201850001,乗用車,PRCG20_1200750009,輸送機械用プラスチック製品,内外装樹脂部品
PRCG20_1201850001,乗用車,PRCG20_1201550005,集積回路,車載半導体
PRCG20_1201850002,バス,PRCG20_1200950006,熱延広幅帯鋼,フレーム材
PRCG20_1201850002,バス,PRCG20_1201850006,自動車用内燃機関部品,エンジン部品
PRCG20_1201850002,バス,PRCG20_1201850007,駆動・伝導・操縦装置部品,駆動系部品
PRCG20_1201850002,バス,PRCG20_1201850008,懸架・制動装置部品,足回り部品
PRCG20_1201850002,バス,PRCG20_1201950014,自動車タイヤ,タイヤ
PRCG20_1201850002,バス,PRCG20_1201650014,ワイヤーハーネス,電装配線
PRCG20_1201850003,トラック,PRCG20_1200950006,熱延広幅帯鋼,フレーム材
PRCG20_1201850003,トラック,PRCG20_1201850006,自動車用内燃機関部品,エンジン部品
PRCG20_1201850003,トラック,PRCG20_1201850007,駆動・伝導・操縦装置部品,駆動系部品
PRCG20_1201850003,トラック,PRCG20_1201850008,懸架・制動装置部品,足回り部品
PRCG20_1201850003,トラック,PRCG20_1201950014,自動車タイヤ,タイヤ
PRCG20_1201850003,トラック,PRCG20_1201650014,ワイヤーハーネス,電装配線
PRCG20_1201850004,特別用途車,PRCG20_1200950006,熱延広幅帯鋼,フレーム材
PRCG20_1201850004,特別用途車,PRCG20_1201850006,自動車用内燃機関部品,エンジン部品
PRCG20_1201850004,特別用途車,PRCG20_1201850007,駆動・伝導・操縦装置部品,駆動系部品
PRCG20_1201850004,特別用途車,PRCG20_1201850008,懸架・制動装置部品,足回り部品
PRCG20_1201850004,特別用途車,PRCG20_1201950014,自動車タイヤ,タイヤ
PRCG20_1201850004,特別用途車,PRCG20_1201650014,ワイヤーハーネス,電装配線
PRCG20_1201850005,二輪自動車,PRCG20_1201850006,自動車用内燃機関部品,エンジン部品
PRCG20_1201850005,二輪自動車,PRCG20_1200950011,普通鋼鋼管,フレーム材
PRCG20_1201850005,二輪自動車,PRCG20_1201050015,アルミニウム合金ダイカスト,エンジン・ホイール材
PRCG20_1201850005,二輪自動車,PRCG20_1201950014,自動車タイヤ,タイヤ
PRCG20_1201850006,自動車用内燃機関部品,PRCG20_1200950022,機械用銑鉄鋳物,ブロック鋳物
PRCG20_1201850006,自動車用内燃機関部品,PRCG20_1201050015,アルミニウム合金ダイカスト,軽量化部材
PRCG20_1201850006,自動車用内燃機関部品,PRCG20_1200950021,鍛造品,クランク・コンロッド
PRCG20_1201850006,自動車用内燃機関部品,PRCG20_1201250026,ピストンリング,摺動部品
PRCG20_1201850006,自動車用内燃機関部品,PRCG20_1200950008,機械構造用炭素鋼,軸物素材
PRCG20_1201850007,駆動・伝導・操縦装置部品,PRCG20_1200950013,冷延広幅帯鋼,プレス部品材
PRCG20_1201850007,駆動・伝導・操縦装置部品,PRCG20_1200950019,亜鉛めっき鋼板,防錆板材
PRCG20_1201850007,駆動・伝導・操縦装置部品,PRCG20_1200950021,鍛造品,強度部品素材
PRCG20_1201850007,駆動・伝導・操縦装置部品,PRCG20_1200950022,機械用銑鉄鋳物,鋳物部品
PRCG20_1201850007,駆動・伝導・操縦装置部品,PRCG20_1201150009,ばね,懸架部品
PRCG20_1201850007,駆動・伝導・操縦装置部品,PRCG20_1200750009,輸送機械用プラスチック製品,樹脂部品
PRCG20_1201850008,懸架・制動装置部品,PRCG20_1200950013,冷延広幅帯鋼,プレス部品材
PRCG20_1201850008,懸架・制動装置部品,PRCG20_1200950019,亜鉛めっき鋼板,防錆板材
PRCG20_1201850008,懸架・制動装置部品,PRCG20_1200950021,鍛造品,強度部品素材
PRCG20_1201850008,懸架・制動装置部品,PRCG20_1200950022,機械用銑鉄鋳物,鋳物部品
PRCG20_1201850008,懸架・制動装置部品,PRCG20_1201150009,ばね,懸架部品
PRCG20_1201850008,懸架・制動装置部品,PRCG20_1200750009,輸送機械用プラスチック製品,樹脂部品
PRCG20_1201850009,シャシー・車体構成部品,PRCG20_1200950013,冷延広幅帯鋼,プレス部品材
PRCG20_1201850009,シャシー・車体構成部品,PRCG20_1200950019,亜鉛めっき鋼板,防錆板材
PRCG20_1201850009,シャシー・車体構成部品,PRCG20_1200950021,鍛造品,強度部品素材
PRCG20_1201850009,シャシー・車体構成部品,PRCG20_1200950022,機械用銑鉄鋳物,鋳物部品
PRCG20_1201850009,シャシー・車体構成部品,PRCG20_1201150009,ばね,懸架部品
PRCG20_1201850009,シャシー・車体構成部品,PRCG20_1200750009,輸送機械用プラスチック製品,樹脂部品
PRCG20_1201850010,カーエアコン・同部品,PRCG20_1200950013,冷延広幅帯鋼,プレス部品材
PRCG20_1201850010,カーエアコン・同部品,PRCG20_1200950019,亜鉛めっき鋼板,防錆板材
PRCG20_1201850010,カーエアコン・同部品,PRCG20_1200950021,鍛造品,強度部品素材
PRCG20_1201850010,カーエアコン・同部品,PRCG20_1200950022,機械用銑鉄鋳物,鋳物部品
PRCG20_1201850010,カーエアコン・同部品,PRCG20_1201150009,ばね,懸架部品
PRCG20_1201850010,カーエアコン・同部品,PRCG20_1200750009,輸送機械用プラスチック製品,樹脂部品
PRCG20_1201850011,舶用ディーゼル機関,PRCG20_1200950022,機械用銑鉄鋳物,シリンダ・台板鋳物
PRCG20_1201850011,舶用ディーゼル機関,PRCG20_1200950005,厚中板,構造材
PRCG20_1201850011,舶用ディーゼル機関,PRCG20_1200950021,鍛造品,クランク軸素材
PRCG20_1201850012,鉄道車両,PRCG20_1200950016,ステンレス冷延鋼板,車体構体材
PRCG20_1201850012,鉄道車両,PRCG20_1201050013,アルミ圧延製品,車体構体材
PRCG20_1201850012,鉄道車両,PRCG20_1201650001,電動機,主電動機
PRCG20_1201850012,鉄道車両,PRCG20_1201650015,電力変換装置,推進制御装置
PRCG20_1201850012,鉄道車両,PRCG20_1201250018,玉軸受,台車軸受
PRCG20_1201850013,航空機部品,PRCG20_1201050013,アルミ圧延製品,機体構造材
PRCG20_1201850013,航空機部品,PRCG20_1200950010,特殊用途鋼,耐熱・高強度部材
PRCG20_1201850013,航空機部品,PRCG20_2600350010,アルミニウム合金・同二次合金地金,軽合金素材
PRCG20_1201850014,自転車（除車いす・自転車部品）,PRCG20_1200950011,普通鋼鋼管,フレーム材
PRCG20_1201850014,自転車（除車いす・自転車部品）,PRCG20_1201050013,アルミ圧延製品,フレーム・リム材
PRCG20_1201850014,自転車（除車いす・自転車部品）,PRCG20_1201850015,自転車部品,組付部品
PRCG20_1201850015,自転車部品,PRCG20_1200950011,普通鋼鋼管,フレーム・部品材
PRCG20_1201850015,自転車部品,PRCG20_1201050013,アルミ圧延製品,リム・部品材
PRCG20_1201850015,自転車部品,PRCG20_1200950008,機械構造用炭素鋼,軸・ギア素材
PRCG20_1201850016,フォークリフトトラック・同部品,PRCG20_1201250003,はん用内燃機関,エンジン
PRCG20_1201850016,フォークリフトトラック・同部品,PRCG20_1201650035,鉛蓄電池,電動車のバッテリー
PRCG20_1201850016,フォークリフトトラック・同部品,PRCG20_1201250008,油圧シリンダ,荷役機構
PRCG20_1201850016,フォークリフトトラック・同部品,PRCG20_1201850007,駆動・伝導・操縦装置部品,駆動系部品
PRCG20_1201950001,木製机・いす,PRCG20_1200350005,普通合板,基材
PRCG20_1201950001,木製机・いす,PRCG20_1200350006,特殊合板,化粧板材
PRCG20_1201950001,木製机・いす,PRCG20_1200350007,集成材,構造材
PRCG20_1201950001,木製机・いす,PRCG20_2600450005,繊維板,MDF基材
PRCG20_1201950001,木製机・いす,PRCG20_2601050012,木製家具,輸入完成品・部材
PRCG20_1201950002,木製流し台セット,PRCG20_1200350005,普通合板,基材
PRCG20_1201950002,木製流し台セット,PRCG20_1200350006,特殊合板,化粧板材
PRCG20_1201950002,木製流し台セット,PRCG20_1200350007,集成材,構造材
PRCG20_1201950002,木製流し台セット,PRCG20_2600450005,繊維板,MDF基材
PRCG20_1201950002,木製流し台セット,PRCG20_2601050012,木製家具,輸入完成品・部材
PRCG20_1201950003,木製棚,PRCG20_1200350005,普通合板,基材
PRCG20_1201950003,木製棚,PRCG20_1200350006,特殊合板,化粧板材
PRCG20_1201950003,木製棚,PRCG20_1200350007,集成材,構造材
PRCG20_1201950003,木製棚,PRCG20_2600450005,繊維板,MDF基材
PRCG20_1201950003,木製棚,PRCG20_2601050012,木製家具,輸入完成品・部材
PRCG20_1201950004,スチール机・いす,PRCG20_1200950013,冷延広幅帯鋼,本体板金材
PRCG20_1201950004,スチール机・いす,PRCG20_1200950015,軽量形鋼,フレーム材
PRCG20_1201950004,スチール机・いす,PRCG20_1200950019,亜鉛めっき鋼板,耐食板材
PRCG20_1201950005,金属製棚,PRCG20_1200950013,冷延広幅帯鋼,本体板金材
PRCG20_1201950005,金属製棚,PRCG20_1200950015,軽量形鋼,フレーム材
PRCG20_1201950005,金属製棚,PRCG20_1200950019,亜鉛めっき鋼板,耐食板材
PRCG20_1201950006,木製建具,PRCG20_1200350005,普通合板,基材
PRCG20_1201950006,木製建具,PRCG20_1200350009,造作材,枠・框材
PRCG20_1201950006,木製建具,PRCG20_2600450005,繊維板,フラッシュ戸芯材
PRCG20_1201950007,事務所用・店舗用装備品,PRCG20_1200350005,普通合板,基材
PRCG20_1201950007,事務所用・店舗用装備品,PRCG20_1200950013,冷延広幅帯鋼,什器フレーム材
PRCG20_1201950007,事務所用・店舗用装備品,PRCG20_1201050013,アルミ圧延製品,ブラインド・部材
PRCG20_1201950007,事務所用・店舗用装備品,PRCG20_1200250002,織物,張地・幕材
PRCG20_1201950008,窓・扉用日よけ,PRCG20_1200350005,普通合板,基材
PRCG20_1201950008,窓・扉用日よけ,PRCG20_1200950013,冷延広幅帯鋼,什器フレーム材
PRCG20_1201950008,窓・扉用日よけ,PRCG20_1201050013,アルミ圧延製品,ブラインド・部材
PRCG20_1201950008,窓・扉用日よけ,PRCG20_1200250002,織物,張地・幕材
PRCG20_1201950009,平版印刷物,PRCG20_1200450003,塗工印刷用紙,印刷用紙
PRCG20_1201950009,平版印刷物,PRCG20_1200450002,非塗工印刷用紙,印刷用紙
PRCG20_1201950009,平版印刷物,PRCG20_1200550044,印刷インキ,インキ
PRCG20_1201950009,平版印刷物,PRCG20_1202250001,事業用電力,印刷機の電力
PRCG20_1201950010,凸版印刷物,PRCG20_1200450003,塗工印刷用紙,印刷用紙
PRCG20_1201950010,凸版印刷物,PRCG20_1200450002,非塗工印刷用紙,印刷用紙
PRCG20_1201950010,凸版印刷物,PRCG20_1200550044,印刷インキ,インキ
PRCG20_1201950010,凸版印刷物,PRCG20_1202250001,事業用電力,印刷機の電力
PRCG20_1201950011,おう版印刷物,PRCG20_1200450003,塗工印刷用紙,印刷用紙
PRCG20_1201950011,おう版印刷物,PRCG20_1200450002,非塗工印刷用紙,印刷用紙
PRCG20_1201950011,おう版印刷物,PRCG20_1200550044,印刷インキ,インキ
PRCG20_1201950011,おう版印刷物,PRCG20_1202250001,事業用電力,印刷機の電力
PRCG20_1201950012,特殊印刷物,PRCG20_1200450003,塗工印刷用紙,印刷用紙
PRCG20_1201950012,特殊印刷物,PRCG20_1200450002,非塗工印刷用紙,印刷用紙
PRCG20_1201950012,特殊印刷物,PRCG20_1200550044,印刷インキ,インキ
PRCG20_1201950012,特殊印刷物,PRCG20_1202250001,事業用電力,印刷機の電力
PRCG20_1201950013,フォトマスク,PRCG20_1200850006,ガラス製加工素材,石英基板
PRCG20_1201950013,フォトマスク,PRCG20_1202250001,事業用電力,描画・検査の電力
PRCG20_1201950013,フォトマスク,PRCG20_1200550004,圧縮ガス・液化ガス,プロセスガス
PRCG20_1201950014,自動車タイヤ,PRCG20_2601050028,天然ゴム,主原料
PRCG20_1201950014,自動車タイヤ,PRCG20_1200550020,合成ゴム,主原料
PRCG20_1201950014,自動車タイヤ,PRCG20_1200950018,普通鋼鋼線・特殊鋼鋼線,スチールコード
PRCG20_1201950014,自動車タイヤ,PRCG20_1200550032,化学繊維,タイヤコード
PRCG20_1201950014,自動車タイヤ,PRCG20_2600650008,有機ゴム薬品,加硫促進剤等
PRCG20_1201950015,ゴムベルト,PRCG20_1200550020,合成ゴム,主原料
PRCG20_1201950015,ゴムベルト,PRCG20_2601050028,天然ゴム,主原料
PRCG20_1201950015,ゴムベルト,PRCG20_1201950022,ゴム練生地,中間素材
PRCG20_1201950015,ゴムベルト,PRCG20_2600650008,有機ゴム薬品,加硫促進剤等
PRCG20_1201950016,ゴムホース,PRCG20_1200550020,合成ゴム,主原料
PRCG20_1201950016,ゴムホース,PRCG20_2601050028,天然ゴム,主原料
PRCG20_1201950016,ゴムホース,PRCG20_1201950022,ゴム練生地,中間素材
PRCG20_1201950016,ゴムホース,PRCG20_2600650008,有機ゴム薬品,加硫促進剤等
PRCG20_1201950017,防振ゴム,PRCG20_1200550020,合成ゴム,主原料
PRCG20_1201950017,防振ゴム,PRCG20_2601050028,天然ゴム,主原料
PRCG20_1201950017,防振ゴム,PRCG20_1201950022,ゴム練生地,中間素材
PRCG20_1201950017,防振ゴム,PRCG20_2600650008,有機ゴム薬品,加硫促進剤等
PRCG20_1201950018,ゴムロール,PRCG20_1200550020,合成ゴム,主原料
PRCG20_1201950018,ゴムロール,PRCG20_2601050028,天然ゴム,主原料
PRCG20_1201950018,ゴムロール,PRCG20_1201950022,ゴム練生地,中間素材
PRCG20_1201950018,ゴムロール,PRCG20_2600650008,有機ゴム薬品,加硫促進剤等
PRCG20_1201950019,ゴム製パッキン,PRCG20_1200550020,合成ゴム,主原料
PRCG20_1201950019,ゴム製パッキン,PRCG20_2601050028,天然ゴム,主原料
PRCG20_1201950019,ゴム製パッキン,PRCG20_1201950022,ゴム練生地,中間素材
PRCG20_1201950019,ゴム製パッキン,PRCG20_2600650008,有機ゴム薬品,加硫促進剤等
PRCG20_1201950020,工業用スポンジ製品,PRCG20_1200550020,合成ゴム,主原料
PRCG20_1201950020,工業用スポンジ製品,PRCG20_2601050028,天然ゴム,主原料
PRCG20_1201950020,工業用スポンジ製品,PRCG20_1201950022,ゴム練生地,中間素材
PRCG20_1201950020,工業用スポンジ製品,PRCG20_2600650008,有機ゴム薬品,加硫促進剤等
PRCG20_1201950021,医療・衛生用ゴム製品,PRCG20_2601050028,天然ゴム,ラテックス原料
PRCG20_1201950021,医療・衛生用ゴム製品,PRCG20_1200550020,合成ゴム,合成ラテックス原料
PRCG20_1201950021,医療・衛生用ゴム製品,PRCG20_1202250001,事業用電力,加硫の電力
PRCG20_1201950022,ゴム練生地,PRCG20_1200550020,合成ゴム,主原料
PRCG20_1201950022,ゴム練生地,PRCG20_2601050028,天然ゴム,主原料
PRCG20_1201950022,ゴム練生地,PRCG20_2600650008,有機ゴム薬品,配合薬品
PRCG20_1201950023,革製履物,PRCG20_1200750007,合成皮革,甲・裏材
PRCG20_1201950023,革製履物,PRCG20_1200550046,接着剤,製靴用接着剤
PRCG20_1201950023,革製履物,PRCG20_2601050018,革製履物,輸入半製品・部材
PRCG20_1201950024,かばん・袋物,PRCG20_1200750007,合成皮革,外装材
PRCG20_1201950024,かばん・袋物,PRCG20_1200250002,織物,内装・裏地材
PRCG20_1201950024,かばん・袋物,PRCG20_2601050019,かばん・袋物,輸入半製品・部材
PRCG20_1201950025,がん具,PRCG20_1200550022,ポリエチレン,成形樹脂
PRCG20_1201950025,がん具,PRCG20_1200550024,ポリプロピレン,成形樹脂
PRCG20_1201950025,がん具,PRCG20_1201550005,集積回路,電子玩具の部品
PRCG20_1201950025,がん具,PRCG20_2601050020,がん具,輸入完成品・部材
PRCG20_1201950026,運動用品,PRCG20_1200550020,合成ゴム,ボール・グリップ材
PRCG20_1201950026,運動用品,PRCG20_1201050013,アルミ圧延製品,シャフト・フレーム材
PRCG20_1201950026,運動用品,PRCG20_2601050021,運動用品,輸入完成品・部材
PRCG20_1201950027,ジュエリー,PRCG20_1201050004,金地金,貴金属素材
PRCG20_1201950027,ジュエリー,PRCG20_1201050005,銀地金,貴金属素材
PRCG20_1201950027,ジュエリー,PRCG20_2600350013,白金地金,貴金属素材
PRCG20_1201950027,ジュエリー,PRCG20_2601050029,真珠,宝飾素材
PRCG20_1201950028,筆記具・文具,PRCG20_1200550024,ポリプロピレン,軸・成形材
PRCG20_1201950028,筆記具・文具,PRCG20_1201050012,黄銅伸銅品,ペン先・金具材
PRCG20_1201950028,筆記具・文具,PRCG20_2601050024,筆記具・文具,輸入完成品・部材
PRCG20_1201950029,看板・標識機,PRCG20_1201050013,アルミ圧延製品,板・枠材
PRCG20_1201950029,看板・標識機,PRCG20_1200750001,プラスチック板,表示面材
PRCG20_1201950029,看板・標識機,PRCG20_2600850016,ＬＥＤランプ,光源部品
PRCG20_1201950030,電光表示器,PRCG20_2600850016,ＬＥＤランプ,LED素子
PRCG20_1201950030,電光表示器,PRCG20_1201550005,集積回路,駆動IC
PRCG20_1201950030,電光表示器,PRCG20_1201550007,プリント配線板,実装基板
PRCG20_1201950031,パレット,PRCG20_1200350004,梱包用材,木製パレット材
PRCG20_1201950031,パレット,PRCG20_1200550024,ポリプロピレン,樹脂パレット材
PRCG20_1201950031,パレット,PRCG20_1200350001,板,木材原料
PRCG20_1201950032,眼鏡枠・レンズ,PRCG20_1200550028,ポリカーボネート,レンズ樹脂
PRCG20_1201950032,眼鏡枠・レンズ,PRCG20_1200550030,メタクリル樹脂,レンズ樹脂
PRCG20_1201950032,眼鏡枠・レンズ,PRCG20_2601050026,眼鏡枠・レンズ,輸入完成品・部材
PRCG20_1201950033,人体安全保護具・救命具,PRCG20_1200550028,ポリカーボネート,ヘルメット・シールド材
PRCG20_1201950033,人体安全保護具・救命具,PRCG20_1200250003,フェルト生地・不織布,マスク等の基材
PRCG20_1201950033,人体安全保護具・救命具,PRCG20_1200550022,ポリエチレン,成形材
PRCG20_1201950034,ルームユニット,PRCG20_1200750012,強化プラスチック管板類,浴槽・防水パン材
PRCG20_1201950034,ルームユニット,PRCG20_1200850017,衛生陶器,衛生設備
PRCG20_1201950034,ルームユニット,PRCG20_1201050013,アルミ圧延製品,枠・パネル材
PRCG20_1202050001,玄米,PRCG20_1200550001,化学肥料,施肥コスト
